gene,sod
UNC13A,-0.1241
AC021028.1,-0.1241
LINC01560,-0.1241
C11orf45,-0.1241
AL445686.2,-0.1242
AP001062.1,-0.1242
PPM1J,-0.1242
KCNK6,-0.1242
ATP6V1B1-AS1,-0.1243
AC011447.3,-0.1244
ELMO3,-0.1244
AC012645.1,-0.1244
KCNG3,-0.1244
AL031673.1,-0.1244
ZNF585A,-0.1244
AC015802.6,-0.1245
Z95114.1,-0.1246
COL26A1,-0.1246
ZNF547,-0.1247
HIST1H3I,-0.1247
AC107214.1,-0.1247
CCDC144NL,-0.1248
LINC02166,-0.1248
SPTY2D1OS,-0.1249
AC073508.3,-0.1249
AC009133.1,-0.1249
INO80B,-0.125
NAIF1,-0.1252
C8orf37,-0.1252
NPIPB4,-0.1252
ARHGEF25,-0.1253
AC009686.2,-0.1253
AC012467.2,-0.1253
TMEM241,-0.1254
TCEANC,-0.1254
AC015917.2,-0.1254
STKLD1,-0.1255
LRP2BP,-0.1255
ZNF782,-0.1255
TRIM68,-0.1255
TADA1,-0.1255
ZNF641,-0.1256
FAM182B,-0.1256
ZNF527,-0.1256
AC137932.3,-0.1256
LINC00471,-0.1256
B3GALT1,-0.1256
CSNK2A3,-0.1256
QPCTL,-0.1256
ACSL6,-0.1256
MTRNR2L4,-0.1257
AL136454.1,-0.1258
LINC01424,-0.1258
KIAA0513,-0.1259
CDAN1,-0.1259
ZNF530,-0.1259
AC084809.1,-0.126
AL024507.2,-0.126
ZNF484,-0.1261
AC090825.1,-0.1262
FBXO15,-0.1262
TPTE,-0.1262
AC007950.2,-0.1263
CBWD2,-0.1263
AL133346.1,-0.1263
AC010809.2,-0.1263
AC130650.2,-0.1266
AC007495.1,-0.1266
SERF1A,-0.1266
TACR2,-0.1266
AC068620.1,-0.1266
AC118758.3,-0.1267
ZNF225,-0.1267
PSPN,-0.1268
AC068768.1,-0.1268
TUBB3,-0.1269
SETMAR,-0.1269
AC008494.3,-0.127
AC069360.1,-0.1271
AC092287.1,-0.1271
AC053527.1,-0.1271
ZBTB26,-0.1271
AC073610.3,-0.1271
PRSS36,-0.1273
AC015726.1,-0.1273
BX004987.1,-0.1273
ZNF346,-0.1273
GPR63,-0.1273
ZFP69,-0.1274
MSH5,-0.1274
P2RY1,-0.1275
DNM3,-0.1275
CARMIL3,-0.1276
ZNF674,-0.1276
FLT3LG,-0.1277
AC008622.2,-0.1277
ZIC4,-0.1278
POMK,-0.1279
RNASEH2B-AS1,-0.1279
ZNF573,-0.128
AL356481.1,-0.128
AC004494.1,-0.128
TRO,-0.1281
AP001469.3,-0.1281
AC090510.1,-0.1282
C11orf65,-0.1282
AC096642.1,-0.1282
PRSS16,-0.1282
ZNF501,-0.1282
AP006565.1,-0.1282
ZNF653,-0.1282
PROM1,-0.1282
AC012557.2,-0.1283
AL445250.1,-0.1283
SMN2,-0.1283
KCNMB3,-0.1283
AL080317.3,-0.1283
TIRAP,-0.1283
PAM16,-0.1284
AC096536.1,-0.1284
PPM1E,-0.1285
ZNF814,-0.1286
SNHG25,-0.1286
ZC3H11B,-0.1286
DLGAP4-AS1,-0.1286
SNX22,-0.1287
AC008393.1,-0.1287
SHANK1,-0.1287
AC100814.1,-0.1287
AP000787.1,-0.1288
MCIDAS,-0.1288
AL162274.2,-0.1289
TTLL11,-0.1289
AC005840.2,-0.1289
DLG2,-0.1289
ZNF221,-0.1289
KLHL25,-0.129
OR2AT4,-0.129
GLUD2,-0.129
RPP21,-0.1291
SLC19A3,-0.1292
LINC00997,-0.1292
AC007325.4,-0.1292
WNT2B,-0.1292
TBC1D22B,-0.1293
AL731569.1,-0.1293
VILL,-0.1294
AC009118.2,-0.1294
SGSM3,-0.1294
CU638689.5,-0.1294
AC108002.1,-0.1294
FOXD2-AS1,-0.1295
NUDT13,-0.1295
ZNF564,-0.1296
AC093525.6,-0.1296
RALGPS1,-0.1297
USP30,-0.1298
AC097468.3,-0.1298
RIPPLY2,-0.1298
AGER,-0.1298
AC105383.1,-0.1298
ZNF429,-0.1298
AL035078.1,-0.1299
AC112493.1,-0.1299
ZNF165,-0.1299
AC087241.3,-0.1301
AC127070.1,-0.1301
STX18-AS1,-0.1301
SLC7A7,-0.1301
AC108673.3,-0.1301
FBXO24,-0.1301
NAT1,-0.1301
ZNF700,-0.1302
AC073352.2,-0.1304
ACTRT3,-0.1304
ZFP92,-0.1304
AP001453.1,-0.1304
BSCL2,-0.1305
UPK1A,-0.1307
EDC4,-0.1307
STK24-AS1,-0.1307
AL358075.2,-0.1308
FAM86B2,-0.1308
SPART-AS1,-0.1309
LINC01483,-0.1309
ALG9,-0.131
FAM149B1,-0.131
MAMDC4,-0.131
AL355488.1,-0.1311
LINC02163,-0.1311
AC007383.3,-0.1312
ZCCHC18,-0.1312
AC005034.3,-0.1312
FLG-AS1,-0.1312
ATXN7L2,-0.1312
AC011603.2,-0.1313
ZNF256,-0.1313
SLC1A2,-0.1313
AP000350.7,-0.1313
AC073896.3,-0.1313
AC002454.1,-0.1314
PYDC2,-0.1314
AC090229.1,-0.1314
MOCS1,-0.1314
CIRBP-AS1,-0.1315
AP004609.3,-0.1315
GPR85,-0.1315
DISP2,-0.1316
HOXA11,-0.1317
RAB4B,-0.1317
DDX25,-0.1317
AL022322.2,-0.1317
AC092164.1,-0.1317
AC005037.1,-0.1318
AP001496.2,-0.1318
C9orf43,-0.1319
AL359921.1,-0.132
AC006213.2,-0.132
SH2D3A,-0.132
MTRNR2L13,-0.132
AP001432.1,-0.132
FP565260.1,-0.132
TMC4,-0.1321
AC010680.3,-0.1321
ZNF585B,-0.1323
CXCL14,-0.1323
AL031663.3,-0.1323
AC096733.2,-0.1324
AC125807.2,-0.1324
TRIM62,-0.1324
NRL,-0.1324
NCDN,-0.1325
AC011043.1,-0.1325
SH3BP5-AS1,-0.1325
LPAR6,-0.1325
AKR1E2,-0.1325
ZNF667,-0.1326
VPS33B,-0.1328
AC027601.3,-0.133
SLC51A,-0.1331
KIAA0391,-0.1332
CDC42BPG,-0.1332
AL137077.2,-0.1332
MTRNR2L7,-0.1332
B3GNT9,-0.1332
WDR17,-0.1333
HOXA1,-0.1333
AL161756.1,-0.1333
ZGPAT,-0.1334
SPIB,-0.1335
AL133338.1,-0.1335
KDM8,-0.1336
AC127070.2,-0.1337
HIST1H4F,-0.1337
ATP5MGL,-0.1337
Z95114.4,-0.1339
TAS2R31,-0.134
FRS3,-0.134
DCST1-AS1,-0.134
AC025682.1,-0.134
AC092902.3,-0.1341
CRHBP,-0.1341
MTFP1,-0.1342
DAGLA,-0.1342
TMSB15B-AS1,-0.1343
AL121601.1,-0.1343
HOXD3,-0.1344
C7orf25,-0.1346
STS,-0.1346
AL357079.1,-0.1346
AC020910.4,-0.1347
SLC25A25-AS1,-0.1347
SUMO4,-0.1348
AL359921.2,-0.1348
OR7A17,-0.1348
ZNF233,-0.1348
AF129075.2,-0.1349
AC019131.2,-0.1349
GNG10,-0.1349
LINC01909,-0.135
RWDD3,-0.1351
AC093525.7,-0.1351
AL929472.2,-0.1351
H3F3C,-0.1353
AC097461.1,-0.1353
NEIL1,-0.1353
ZNF619,-0.1354
ZNF784,-0.1354
AL080250.1,-0.1355
RPA4,-0.1356
AC006213.1,-0.1357
RGS9BP,-0.1358
AL033527.5,-0.1358
ZNF792,-0.136
CCNT2-AS1,-0.136
TRAPPC5,-0.1361
ZNF25,-0.1362
ACOT11,-0.1363
DNLZ,-0.1363
AC009088.1,-0.1363
AMACR,-0.1364
C9orf147,-0.1364
UBAP1L,-0.1364
AC005224.1,-0.1366
GPR82,-0.1366
AL139353.1,-0.1368
AL136531.1,-0.1369
ZKSCAN3,-0.137
RPL10L,-0.1371
SPATA6L,-0.1372
AL365205.1,-0.1372
LINC01126,-0.1372
ACY1,-0.1375
PHYHIP,-0.1375
EIF3CL,-0.1375
PIK3R2,-0.1377
TBCCD1,-0.1379
TMEM202-AS1,-0.138
ZNF677,-0.138
AC067930.3,-0.1382
GHRL,-0.1382
SYT12,-0.1382
EIF2S3B,-0.1384
PLEKHD1,-0.1385
AC090360.1,-0.1388
U2AF1L5,-0.1389
AC037487.1,-0.139
AC027796.3,-0.1391
CHKB,-0.1395
ZNF572,-0.1396
DYRK1B,-0.1398
HNRNPA1L2,-0.1399
Z82217.1,-0.14
AC079174.2,-0.1407
AC107068.1,-0.141
AC068631.1,-0.1411
C11orf98,-0.1412
ATXN8OS,-0.1422
ZNF852,-0.1424
