gene,sod
TMEM241,-0.0701
KLHDC8B,-0.0701
ZNF234,-0.0701
FAM206A,-0.0701
PCTP,-0.0701
MAGEA12,-0.0701
LIG4,-0.0701
PHLDB3,-0.0702
ETFDH,-0.0702
PCBD2,-0.0702
AC005070.3,-0.0702
ZIC5,-0.0702
SH2D3A,-0.0702
SLC41A2,-0.0703
AC004704.1,-0.0703
SLC9A6,-0.0703
P2RY1,-0.0703
DUOX1,-0.0703
HERC3,-0.0704
TMSB15A,-0.0704
BATF2,-0.0705
SLFNL1-AS1,-0.0705
BX890604.1,-0.0705
PCDHB15,-0.0705
FARS2,-0.0705
TM9SF1,-0.0705
TCN2,-0.0706
LRRC37B,-0.0707
PSMD6-AS1,-0.0707
KCNG3,-0.0707
PPP2R1B,-0.0707
GABBR1,-0.0707
UST,-0.0707
ZNF548,-0.0707
KCTD6,-0.0707
TLR6,-0.0707
ZNF575,-0.0708
AC002467.1,-0.0708
DTNB,-0.0708
ARMC7,-0.0708
ANKRD6,-0.0708
GLUD2,-0.0708
SRR,-0.0709
ZBTB14,-0.0709
LINC01852,-0.0709
MTMR11,-0.0709
ZNF223,-0.0709
DENND2A,-0.071
CFHR1,-0.071
UPK1A-AS1,-0.071
PKN3,-0.071
ACADS,-0.071
CCDC126,-0.0711
AC005332.1,-0.0711
AL157938.3,-0.0711
CD33,-0.0711
AL096865.1,-0.0711
EPB41L5,-0.0711
TMEM62,-0.0711
HDAC6,-0.0711
DNAAF4,-0.0712
PKLR,-0.0712
KLC4,-0.0713
EPM2A,-0.0713
ZNF707,-0.0713
HOXB13,-0.0713
MED18,-0.0713
HOXA11-AS,-0.0713
SCAF8,-0.0713
LNP1,-0.0714
NEURL4,-0.0714
PPP1R13B,-0.0714
ZNF205,-0.0715
ADPRM,-0.0715
TAB3,-0.0715
TUBG2,-0.0715
THTPA,-0.0715
ZNF174,-0.0715
AC106791.1,-0.0715
DXO,-0.0715
GTF2IRD1,-0.0715
SAYSD1,-0.0715
AP000763.3,-0.0715
NEB,-0.0715
ZFAT,-0.0716
ZNF215,-0.0716
USP6,-0.0716
ATP6V1C2,-0.0716
AC009948.3,-0.0716
AC022730.4,-0.0716
TRIM72,-0.0716
ZSCAN29,-0.0717
TNFRSF13C,-0.0717
CNR2,-0.0717
BRDT,-0.0717
RAD52,-0.0717
CCDC142,-0.0717
FCRLB,-0.0718
ZNRF2,-0.0718
PLCD1,-0.0718
GPR146,-0.0718
ABL1,-0.0719
RP2,-0.0719
ANKRD7,-0.0719
PRKX,-0.0719
SLC16A5,-0.0719
ZUP1,-0.0719
DET1,-0.0719
SAXO2,-0.072
ZNF552,-0.072
AL034417.4,-0.072
HIST1H2AB,-0.0721
TLE6,-0.0721
ENTPD5,-0.0721
LINC02475,-0.0721
FAM169A,-0.0721
MRPL38,-0.0722
PDZD4,-0.0722
DUSP28,-0.0722
AGO4,-0.0722
ANKRD13B,-0.0722
LRRC1,-0.0723
CA14,-0.0723
CFD,-0.0723
AC233266.2,-0.0723
TTC13,-0.0723
HKDC1,-0.0723
NES,-0.0724
DPH1,-0.0724
HOXC13,-0.0724
AC098487.1,-0.0724
AL136531.1,-0.0724
AC090825.1,-0.0724
ANKRD34A,-0.0725
PTPRH,-0.0725
TDRKH-AS1,-0.0725
VAMP1,-0.0725
LHX4,-0.0725
TXNRD3,-0.0726
TRPC1,-0.0726
ZFP41,-0.0727
TCHH,-0.0727
OPHN1,-0.0727
ZFP92,-0.0727
FAM117B,-0.0727
IL7,-0.0728
ZNF786,-0.0728
FBXL17,-0.0728
GTDC1,-0.0728
OGFOD2,-0.0729
PHF2,-0.0729
INAFM2,-0.0729
LINC00471,-0.0729
ZNF331,-0.0729
C1QTNF6,-0.0729
AP000692.2,-0.0729
RNF227,-0.073
BICRAL,-0.073
GSN-AS1,-0.073
PPP1R3E,-0.0731
A1BG-AS1,-0.0731
BACE1-AS,-0.0731
ZSCAN12,-0.0731
ZNF596,-0.0732
ZNF18,-0.0732
PRR19,-0.0732
TRIM35,-0.0732
ZNF620,-0.0732
DOK3,-0.0732
RAB40C,-0.0733
FAM193B,-0.0733
TYW1B,-0.0733
DNAAF1,-0.0734
SLCO2B1,-0.0734
SCN2A,-0.0734
C2orf70,-0.0734
AL135925.1,-0.0734
ZKSCAN4,-0.0734
FXYD1,-0.0735
RNF175,-0.0735
PCDHB1,-0.0735
AC016205.1,-0.0735
AC021016.3,-0.0735
METTL25,-0.0735
P2RY11,-0.0735
BVES-AS1,-0.0736
ZNF268,-0.0736
PARD6G-AS1,-0.0736
AL162377.1,-0.0736
AC009502.1,-0.0736
ZNF410,-0.0737
PER2,-0.0737
HYKK,-0.0737
AC011815.1,-0.0737
KIF6,-0.0737
PPARD,-0.0738
CDHR3,-0.0738
AKTIP,-0.0738
PEBP4,-0.0738
SHROOM3,-0.0738
GRHL1,-0.0739
PCSK4,-0.0739
ASB13,-0.0739
CCNT2-AS1,-0.0739
FIG4,-0.0739
C11orf71,-0.074
RFESD,-0.074
AC008731.1,-0.074
AC007240.1,-0.074
ZSCAN25,-0.074
TRAPPC13,-0.0741
PEX6,-0.0741
USP30,-0.0741
ZNF197,-0.0741
AL049794.1,-0.0741
SRF,-0.0741
RIOX1,-0.0742
TCTN2,-0.0742
DLGAP1-AS1,-0.0742
HKR1,-0.0743
AL441883.1,-0.0743
SMN2,-0.0743
HIST1H2AI,-0.0743
GPR137C,-0.0743
AC145285.3,-0.0744
C19orf54,-0.0744
AGAP6,-0.0744
PLCXD1,-0.0744
KHNYN,-0.0744
SLA2,-0.0744
CARD8,-0.0744
PGBD2,-0.0745
FSIP1,-0.0745
AC020915.3,-0.0745
FBXW9,-0.0745
GPER1,-0.0745
ASB2,-0.0745
CA5B,-0.0745
SUGP1,-0.0746
AC068768.1,-0.0746
PGBD4,-0.0747
AC145285.6,-0.0747
AC231981.1,-0.0747
AP001830.1,-0.0747
AC012123.1,-0.0747
DUSP16,-0.0748
AL161756.1,-0.0748
KCTD21,-0.0748
KCNMB1,-0.0748
GPR3,-0.0748
EIF3C,-0.0748
AC007032.1,-0.0748
DRC3,-0.0748
TDP1,-0.0748
PPP1R13L,-0.0748
ACTR5,-0.0748
HEATR5A,-0.0749
STARD9,-0.0749
MPV17L,-0.0749
NOP14-AS1,-0.0749
AC103706.1,-0.0749
RUBCN,-0.0749
STIMATE,-0.0749
RAB7B,-0.0749
SCOC-AS1,-0.075
RASAL2-AS1,-0.075
GYS1,-0.075
AMER1,-0.075
APC2,-0.075
TMEM74,-0.075
TMEM17,-0.0751
PRDM11,-0.0751
CASTOR3,-0.0751
ETFBKMT,-0.0752
HAS2-AS1,-0.0752
TCEANC,-0.0752
PCDH9,-0.0752
GALNT10,-0.0752
DENND1B,-0.0752
AC073365.1,-0.0752
GMIP,-0.0752
CNKSR3,-0.0753
IBA57,-0.0753
AC007773.1,-0.0753
PPP1R26,-0.0753
ZNF250,-0.0753
AC025283.2,-0.0753
FXYD7,-0.0754
RPS6KL1,-0.0754
ZNF615,-0.0754
TEP1,-0.0754
CCDC148,-0.0754
ROM1,-0.0755
AC084809.2,-0.0755
ZNF354B,-0.0755
WDR31,-0.0755
ITPKC,-0.0755
AC002470.1,-0.0755
HDAC11,-0.0755
AP003108.2,-0.0756
LINC01567,-0.0756
LRRC29,-0.0756
PRELID3A,-0.0756
ZNF503-AS2,-0.0757
AC010680.3,-0.0757
ZSCAN5A,-0.0757
CLBA1,-0.0757
AC135050.1,-0.0757
AC064836.3,-0.0757
AC009118.3,-0.0757
AC008966.1,-0.0757
ROGDI,-0.0758
DDHD2,-0.0758
ACCS,-0.0758
KLHL13,-0.0758
TRIM3,-0.0758
C7orf43,-0.0758
AC110285.2,-0.0758
FKBPL,-0.0758
PXN-AS1,-0.0759
ACOT2,-0.0759
CNNM4,-0.0759
PPP5D1,-0.076
AP001462.1,-0.076
THAP9,-0.076
CCDC125,-0.076
AC004076.2,-0.076
GPRASP1,-0.076
LPP-AS2,-0.0761
DNAJB5,-0.0761
UPRT,-0.0761
GNAS-AS1,-0.0761
FAM72B,-0.0761
ZNF765,-0.0761
AL603839.3,-0.0761
CBWD2,-0.0761
TEAD3,-0.0762
AC011773.4,-0.0762
FOXJ2,-0.0762
KPNA5,-0.0763
GLIS2,-0.0763
PIP5K1B,-0.0763
SLC39A12,-0.0763
SHROOM1,-0.0763
FAM135A,-0.0763
ATG10,-0.0764
NOTCH4,-0.0764
AC007611.1,-0.0764
DECR2,-0.0764
GPR85,-0.0764
AL031963.3,-0.0764
KLC3,-0.0764
DCDC2,-0.0765
ZNF8,-0.0765
AC005253.1,-0.0765
KLHL14,-0.0765
CDS1,-0.0766
B4GALNT4,-0.0766
RMRP,-0.0766
SIMC1,-0.0766
BEND3,-0.0767
GRID2,-0.0767
AL359915.2,-0.0768
CRY2,-0.0768
AL513314.2,-0.0768
NOP9,-0.0768
AC007114.2,-0.0768
KCNMB3,-0.0769
FPGT,-0.0769
SLC25A15,-0.0769
AC098864.1,-0.0769
AP4S1,-0.0769
PLCL2,-0.0769
AC012510.1,-0.077
C10orf143,-0.077
MAN1B1-DT,-0.0771
AMBRA1,-0.0771
OR7A17,-0.0771
NAV2-AS3,-0.0771
MED20,-0.0771
GSKIP,-0.0772
AC008736.1,-0.0772
CCDC78,-0.0772
SLC25A20,-0.0772
IL17RD,-0.0772
ENTPD1-AS1,-0.0772
AC015712.2,-0.0772
ADAM8,-0.0773
FAM184A,-0.0773
ZNF626,-0.0774
CDKL3,-0.0774
ZNF319,-0.0774
FAM149B1,-0.0774
LINC01703,-0.0774
SLC43A1,-0.0775
AC008946.1,-0.0775
TADA2B,-0.0775
HDX,-0.0775
Z84485.1,-0.0775
SPIN2B,-0.0776
ZNF551,-0.0776
C9orf116,-0.0776
ASTE1,-0.0776
ANGEL1,-0.0776
TMSB15B.1,-0.0776
SPAG16,-0.0776
ZFYVE26,-0.0777
FES,-0.0777
AL136040.1,-0.0777
NKX2-8,-0.0778
AC106782.2,-0.0778
GAB3,-0.0778
PAQR9-AS1,-0.0779
GDPD1,-0.0779
TFR2,-0.0779
RWDD3,-0.0779
SLC25A51,-0.0779
NGRN,-0.078
CLSTN3,-0.078
AL133338.1,-0.078
ZNF436,-0.078
PNCK,-0.0781
AL358472.4,-0.0781
AP000487.1,-0.0781
LRRIQ3,-0.0781
LRRC8C-DT,-0.0782
FBXL19,-0.0782
INPP5E,-0.0782
AC009118.2,-0.0782
LNX2,-0.0782
TRMT10A,-0.0782
AP000842.3,-0.0782
TUFT1,-0.0782
RPA4,-0.0782
AC073332.1,-0.0783
CATSPER2,-0.0783
CCDC9,-0.0783
HIST1H2BI,-0.0783
AC005261.3,-0.0783
SPTY2D1OS,-0.0784
AC010969.2,-0.0784
RAB24,-0.0784
C19orf57,-0.0784
AC004540.1,-0.0784
CCNJ,-0.0785
TEKT3,-0.0785
ARF4-AS1,-0.0785
TAPT1-AS1,-0.0785
ZNF438,-0.0785
AC138207.2,-0.0785
ISL2,-0.0785
THAP10,-0.0786
CLCN4,-0.0786
Z95114.1,-0.0786
JADE3,-0.0786
RSPH9,-0.0786
SHANK3,-0.0787
IKZF3,-0.0787
BCDIN3D,-0.0787
GPR89B,-0.0787
TFF3,-0.0787
MOCOS,-0.0787
ESPN,-0.0788
MAPK8IP3,-0.0788
TRIM6,-0.0788
SNX25,-0.0788
TMEM150C,-0.0789
MVB12B,-0.0789
RCE1,-0.0789
ZCCHC4,-0.0789
AC084018.2,-0.0789
AC096642.1,-0.0789
XAB2,-0.079
CCDC157,-0.079
NOCT,-0.079
KLHL17,-0.079
SYNPO,-0.0791
AC114271.1,-0.0791
ALKBH8,-0.0791
AC116667.2,-0.0791
REEP2,-0.0791
SLC45A4,-0.0791
TAF6L,-0.0791
AC011603.2,-0.0793
DNAJC27-AS1,-0.0793
PAGR1,-0.0793
MAMDC4,-0.0793
ZNF449,-0.0793
CFAP69,-0.0793
TRIM32,-0.0793
PIK3R2,-0.0794
ZNF695,-0.0794
AL021392.1,-0.0794
ERCC8,-0.0794
SYNGAP1,-0.0794
AC005837.1,-0.0794
SYP,-0.0794
OSR2,-0.0795
HIST1H2BC,-0.0795
SLC25A42,-0.0795
NELL2,-0.0795
NECAB1,-0.0795
CCDC61,-0.0795
AC068631.1,-0.0796
CLEC16A,-0.0796
LINC01597,-0.0796
ANKRD16,-0.0796
C19orf73,-0.0796
WARS2,-0.0796
MSX2,-0.0797
PPP1R14C,-0.0797
SAMD10,-0.0797
SIRT3,-0.0797
TMC3-AS1,-0.0797
AADAT,-0.0797
AC008035.1,-0.0798
ZNF862,-0.0798
HSD17B8,-0.0798
ULK2,-0.0799
ASB4,-0.0799
APBA3,-0.0799
HMGN4,-0.0799
ZNF211,-0.0799
AC137630.3,-0.0799
RAB4B,-0.0799
CAMKMT,-0.0799
AC233723.1,-0.08
MAOA,-0.08
LINC00638,-0.08
IPPK,-0.08
USF1,-0.08
LRP2BP,-0.08
PTK6,-0.08
CTC1,-0.0801
AC069185.1,-0.0801
IQCH,-0.0801
GLIPR2,-0.0801
STPG1,-0.0802
METAP1D,-0.0802
PWP2,-0.0802
UBA6-AS1,-0.0802
ZNF136,-0.0803
OLMALINC,-0.0803
PRR22,-0.0803
ZNF841,-0.0803
CYP2R1,-0.0803
BRPF1,-0.0803
UNC13B,-0.0804
PPM1H,-0.0804
NAA80,-0.0804
GDPGP1,-0.0804
AC009065.4,-0.0804
ZNF140,-0.0805
CACTIN,-0.0806
RMND5B,-0.0806
FLVCR1-DT,-0.0806
RAB20,-0.0806
ELOVL7,-0.0807
ZNF48,-0.0807
ZNF883,-0.0807
ABHD18,-0.0807
WDR17,-0.0807
SP4,-0.0808
TRAF6,-0.0808
WFDC2,-0.0808
LRRC2,-0.0808
AL450326.1,-0.0808
AZIN1-AS1,-0.0808
C2CD6,-0.0808
PRSS27,-0.0809
POU5F2,-0.0809
FAM41C,-0.0809
TTC33,-0.081
C12orf60,-0.081
ZBTB42,-0.081
CTCFL,-0.081
AL512656.1,-0.0811
PPP1R3F,-0.0811
MAP3K10,-0.0811
PTPN21,-0.0811
TMEM182,-0.0811
NOD1,-0.0811
NSUN6,-0.0811
EHHADH,-0.0811
NBPF3,-0.0811
MTRF1,-0.0811
DCAKD,-0.0811
RAB39A,-0.0812
AL358072.1,-0.0813
AC015982.1,-0.0813
PRDM15,-0.0813
CASP7,-0.0814
TRIM45,-0.0814
WNT3,-0.0814
AP006623.1,-0.0815
MAP2K5,-0.0815
AC073508.3,-0.0815
TMSB15B-AS1,-0.0815
TAMM41,-0.0815
CREB3L4,-0.0815
AC008393.1,-0.0815
C8orf58,-0.0817
SMN1,-0.0817
ZNF76,-0.0817
AC106707.1,-0.0817
BX255925.3,-0.0817
ZSCAN32,-0.0818
LOH12CR2,-0.0818
AC015712.1,-0.0818
ATG4A,-0.0818
AC009404.1,-0.0818
LINC01812,-0.0818
TMEM143,-0.0818
IGFLR1,-0.0818
FP565260.1,-0.0819
PITX2,-0.0819
SRCAP,-0.0819
KIAA0895,-0.0819
PARP16,-0.0819
FAM83H,-0.0819
KCNIP2,-0.0819
SMIM31,-0.082
ZNF573,-0.082
MICB,-0.082
AP000766.1,-0.082
LINC00957,-0.0821
RNLS,-0.0821
PROSER2,-0.0821
PIGO,-0.0821
ERFE,-0.0822
ZBTB45,-0.0823
MIEF2,-0.0823
MAPK8IP1,-0.0823
THNSL1,-0.0823
PRR12,-0.0823
ZNF586,-0.0823
SERAC1,-0.0824
GRAMD1C,-0.0824
AC005726.5,-0.0824
ZFP1,-0.0825
VPS33B,-0.0825
ASB3,-0.0825
AK1,-0.0825
AL024507.2,-0.0825
LINC01943,-0.0825
ATP6V0E2-AS1,-0.0825
GPR63,-0.0825
HOXB8,-0.0825
MB21D2,-0.0826
MFSD14A,-0.0826
INVS,-0.0826
PIK3C2B,-0.0827
C22orf23,-0.0827
WDCP,-0.0827
XYLB,-0.0827
LINC00327,-0.0827
U62317.3,-0.0828
SFXN2,-0.0828
AMN1,-0.0828
TEF,-0.0828
ZNF285,-0.0828
AP003100.1,-0.0828
REXO5,-0.0829
ZNF558,-0.0829
AMACR,-0.0829
OR51B5,-0.0829
UBOX5,-0.0829
ZNF653,-0.083
GPRASP2,-0.083
KIAA1958,-0.083
OPRL1,-0.083
MYL5,-0.0831
NINJ2,-0.0832
AC130324.3,-0.0832
CISH,-0.0832
ZNF460,-0.0833
AL035071.1,-0.0833
AP002748.3,-0.0833
HS3ST1,-0.0834
CORO1A,-0.0834
AC106739.1,-0.0834
ZNF25,-0.0835
AP002360.3,-0.0835
AC108863.1,-0.0835
GPC4,-0.0835
ZNF17,-0.0835
KDM8,-0.0835
LINC00630,-0.0836
AL591846.2,-0.0836
FBXO46,-0.0836
AC016394.1,-0.0836
AC022784.6,-0.0836
AC009318.2,-0.0836
GLI1,-0.0837
CCDC153,-0.0837
BCL9,-0.0837
PITPNM1,-0.0837
ZNF202,-0.0837
ECHDC2,-0.0838
USP20,-0.0838
AC022784.3,-0.0839
DENND1A,-0.0839
TMEM144,-0.0839
AC027307.3,-0.084
FGD6,-0.084
AC012640.2,-0.084
IQCH-AS1,-0.084
SHLD3,-0.084
ZNF446,-0.084
ZNF227,-0.084
DHRS1,-0.0841
ZNF649,-0.0841
WDR24,-0.0841
CFAP74,-0.0842
ZXDB,-0.0842
ERICH6-AS1,-0.0842
CORO7,-0.0842
AL132656.2,-0.0842
XKR6,-0.0842
C8orf49,-0.0843
PLAC9,-0.0843
FAM86B1,-0.0843
SRC,-0.0843
ZBTB39,-0.0844
LRIG3,-0.0844
IFT122,-0.0844
MTMR10,-0.0844
EXD2,-0.0844
AL139412.1,-0.0844
DGKE,-0.0845
SPATA5L1,-0.0845
AC103691.1,-0.0845
AL928654.1,-0.0845
ARHGAP44,-0.0845
AC116424.1,-0.0845
ZNF710,-0.0845
BX284668.5,-0.0845
SUPT3H,-0.0845
BBS9,-0.0846
MFSD9,-0.0846
ULK4,-0.0847
ZNF713,-0.0847
POMT1,-0.0847
KIAA0040,-0.0847
SUGCT,-0.0848
CDKL1,-0.0848
FP236315.1,-0.0848
PYHIN1,-0.0848
PAX9,-0.0849
AC009961.1,-0.0849
ARHGEF6,-0.0849
HLA-DPB1,-0.085
CHRNA7,-0.085
MIGA2,-0.085
LINC00337,-0.085
RNFT2,-0.0851
RAPGEF6,-0.0851
AC010336.1,-0.0851
COCH,-0.0851
C11orf80,-0.0851
ZNF286A,-0.0852
AC098818.2,-0.0852
ANXA2R,-0.0852
PEX11A,-0.0852
LARS2,-0.0852
C6orf52,-0.0852
ANO8,-0.0852
PHF21B,-0.0853
CARD8-AS1,-0.0853
H1FX-AS1,-0.0853
AC090510.1,-0.0853
ZNF408,-0.0853
CYP4F8,-0.0853
AC007613.1,-0.0854
TUT1,-0.0854
SETD1B,-0.0854
BOLA2-SMG1P6,-0.0854
ZNF776,-0.0854
KIF7,-0.0855
VASH1-AS1,-0.0855
SWSAP1,-0.0855
AL031846.2,-0.0855
LINC00294,-0.0855
CPEB3,-0.0855
ZNF473,-0.0855
ZNF233,-0.0856
ASTN2,-0.0856
LEAP2,-0.0856
AL356108.1,-0.0856
AARD,-0.0856
AREL1,-0.0856
AC106897.1,-0.0856
TRDMT1,-0.0856
HOXA11,-0.0856
RAPGEFL1,-0.0857
NACA2,-0.0857
AC073842.2,-0.0857
AC018809.2,-0.0857
AL080317.2,-0.0858
MTCP1,-0.0858
FAM47E,-0.0858
AC005523.2,-0.0858
AC090152.1,-0.0858
SLC25A14,-0.0858
AC067735.1,-0.0858
VIPAS39,-0.0858
AP1G2,-0.0859
TIPARP-AS1,-0.0859
PPOX,-0.086
ST20-AS1,-0.086
ZNF180,-0.086
AP4E1,-0.086
TRIM7,-0.086
AL117336.3,-0.086
RUBCNL,-0.086
AC023813.3,-0.086
KCTD14,-0.0861
HHAT,-0.0862
CLYBL,-0.0862
SLC25A25-AS1,-0.0862
HAUS4,-0.0862
TOR2A,-0.0862
FIRRE,-0.0862
NUDT11,-0.0863
GGACT,-0.0863
ZNF724,-0.0863
AC002553.2,-0.0863
MAN1A1,-0.0864
SLC36A1,-0.0864
VTI1A,-0.0865
GOLGA6L9,-0.0865
ADNP-AS1,-0.0865
ZNF225,-0.0865
ANKMY1,-0.0865
IDI2-AS1,-0.0865
B4GALT1-AS1,-0.0865
AC018553.1,-0.0865
SLC25A30,-0.0865
ZNF41,-0.0865
ATP5MGL,-0.0865
ANAPC2,-0.0865
FAM178B,-0.0865
AL031848.2,-0.0865
BAHD1,-0.0866
C14orf93,-0.0866
ZNF28,-0.0866
SLC29A2,-0.0866
AC020910.4,-0.0866
COG8.1,-0.0866
FAM149A,-0.0867
RBM26-AS1,-0.0867
ZNF230,-0.0867
NUBPL,-0.0868
TTC12,-0.0868
DFFB,-0.0868
NBPF15,-0.0868
NPPA-AS1,-0.0868
AC013470.2,-0.0869
AL354732.1,-0.0869
SIX3,-0.0869
C1orf74,-0.087
TRAPPC5,-0.087
ZNF561,-0.087
AL080317.1,-0.087
TRMO,-0.0871
FERMT1,-0.0871
PEX7,-0.0871
ZNF836,-0.0871
AC009506.1,-0.0871
CCDC7,-0.0871
ATP8B1,-0.0871
AC239868.2,-0.0871
AC004816.1,-0.0872
ZNF671,-0.0872
ASAH2B,-0.0872
ZSCAN22,-0.0873
CA5A,-0.0873
C1orf50,-0.0873
TMEM216,-0.0873
OCRL,-0.0873
TTC34,-0.0873
WASF3-AS1,-0.0873
AC016394.2,-0.0874
NIPSNAP3A,-0.0874
AGTPBP1,-0.0874
CCT6B,-0.0875
CTPS2,-0.0875
MTHFSD,-0.0876
ZNF30,-0.0876
AC099850.1,-0.0876
AC018645.2,-0.0877
GNAZ,-0.0877
PINK1-AS,-0.0877
HMGN3-AS1,-0.0877
FAM184B,-0.0877
GALNT16,-0.0878
ZNF641,-0.0878
PANK4,-0.0878
TRIM68,-0.0878
TADA2A,-0.0878
WWOX,-0.0878
ST8SIA6,-0.0878
ZNF14,-0.0879
AL021707.6,-0.0879
ALG9,-0.0879
VAX2,-0.0879
ALKBH1,-0.0879
HIST1H3C,-0.088
KYAT1,-0.088
PHEX,-0.088
NDUFB2-AS1,-0.0881
AC004803.1,-0.0881
AC009005.1,-0.0881
SIPA1L3,-0.0881
LINC00663,-0.0881
NINL,-0.0882
AC010864.1,-0.0882
ARL6,-0.0882
TSIX,-0.0882
C8orf37,-0.0882
FAM180B,-0.0883
AC012485.3,-0.0883
ZNF142,-0.0884
AL606760.1,-0.0884
LRAT,-0.0884
LILRB3,-0.0884
TDRKH,-0.0885
MCM9,-0.0885
GMDS-DT,-0.0885
RN7SL832P,-0.0885
AC091057.4,-0.0885
LINC01301,-0.0885
FOXO4,-0.0885
EEF1G,-0.0885
PCDHB12,-0.0885
FAM78A,-0.0885
FADS2,-0.0886
ZNF837,-0.0886
LYSMD4,-0.0886
LKAAEAR1,-0.0886
ELMO3,-0.0886
MOCS1,-0.0886
MAS1,-0.0887
USP46-AS1,-0.0887
TXNDC16,-0.0887
USP27X,-0.0887
NBPF12,-0.0887
EPS8L1,-0.0887
UCP2,-0.0887
STS,-0.0887
DRAXIN,-0.0887
C1orf159,-0.0887
POMT2,-0.0888
PPP4R4,-0.0888
FBXL18,-0.0888
CAVIN4,-0.0888
UQCRHL,-0.0888
PRPF18,-0.0888
MSH5,-0.0889
LCMT2,-0.0889
ADCK1,-0.0889
AL139220.2,-0.0889
FANCC,-0.0889
SLC26A4,-0.089
SPIN2A,-0.089
ZGPAT,-0.089
SLC35A1,-0.089
CDC37L1-DT,-0.089
LPAR6,-0.089
TBC1D25,-0.0891
AXIN2,-0.0891
TBX6,-0.0891
CDPF1,-0.0892
AC009549.1,-0.0892
ZNF823,-0.0893
AL024508.2,-0.0894
ZNF45,-0.0894
STKLD1,-0.0894
ABHD1,-0.0894
AL355001.2,-0.0894
MTRNR2L13,-0.0894
ATP6V1B1-AS1,-0.0894
SEMA6C,-0.0894
HIST1H4I,-0.0894
DAPL1,-0.0894
COL7A1,-0.0895
KIAA0556,-0.0895
NUDT17,-0.0895
CALML4,-0.0895
STARD5,-0.0895
TMEM145,-0.0895
ZNF232,-0.0895
AL109811.2,-0.0896
FRS3,-0.0896
CDK3,-0.0896
FAM66B,-0.0896
SLC35G2,-0.0896
AC093627.5,-0.0897
AP006333.1,-0.0897
MANEA-DT,-0.0898
FAM185A,-0.0898
FUK,-0.0898
DUS2,-0.0898
AC012073.1,-0.0899
U2AF1L5,-0.0899
TMEM170B,-0.0899
KIAA0513,-0.0899
FBXL19-AS1,-0.0899
TTYH1,-0.09
PATJ,-0.09
DCLRE1A,-0.0901
AL031733.2,-0.0901
HOXB7,-0.0902
RBM20,-0.0903
CLN3,-0.0903
GPR160,-0.0903
KRT15,-0.0904
AP001347.1,-0.0904
KLHL26,-0.0904
AC093484.3,-0.0905
DHRS13,-0.0905
ZNF839,-0.0905
TMSB15B,-0.0905
AC096536.1,-0.0905
AKAP6,-0.0905
NAGS,-0.0905
CYFIP2,-0.0905
KPTN,-0.0905
MRO,-0.0906
PPIL6,-0.0906
AC093788.1,-0.0906
TPK1,-0.0906
AL596202.1,-0.0907
LSM11,-0.0907
AC093249.6,-0.0907
ZNF420,-0.0908
ERVK9-11,-0.0908
IQCC,-0.0908
TIRAP,-0.0908
TESMIN,-0.0908
ADAMTS3,-0.0909
GLDC,-0.0909
VPS37D,-0.0909
MUC1,-0.0909
MIATNB,-0.0909
SEC61A2,-0.091
ZNF510,-0.091
AP003392.4,-0.0911
GIN1,-0.0911
TSTD3,-0.0911
WNT10B,-0.0911
FUT10,-0.0912
AC138331.1,-0.0912
ANGPTL6,-0.0912
NME2,-0.0913
AC022211.2,-0.0913
RBM34,-0.0913
AC012306.2,-0.0913
AC010226.1,-0.0914
RINL,-0.0914
AL645933.2,-0.0914
DEPDC4,-0.0914
PRR7-AS1,-0.0914
TMEM191C,-0.0914
TTC8,-0.0915
HAP1,-0.0915
MIF-AS1,-0.0915
POLR2J3,-0.0916
CEP76,-0.0916
SLC25A21-AS1,-0.0916
RDM1,-0.0916
AC109587.1,-0.0916
AP000704.1,-0.0917
ADGRL3,-0.0917
AKAP7,-0.0917
KLRG1,-0.0917
GLYCTK,-0.0917
TBC1D22B,-0.0918
VILL,-0.0918
AP006565.1,-0.0918
PSMB10,-0.0918
PCDH10,-0.0918
EFCAB11,-0.0919
AC097461.1,-0.0919
THAP8,-0.0919
APOBEC3B,-0.0919
ETV2,-0.0919
HIST1H3A,-0.092
HOMEZ,-0.092
AL391069.2,-0.0921
TPTE,-0.0921
PAN3-AS1,-0.0921
SGF29,-0.0921
AC124242.1,-0.0921
PANO1,-0.0922
PRDM10,-0.0922
AL928921.2,-0.0923
UBE2V1,-0.0923
IPO9-AS1,-0.0923
KLHL11,-0.0923
ACOX3,-0.0923
WBP1,-0.0923
AC017100.1,-0.0924
AL163051.1,-0.0924
VPS33B-DT,-0.0924
CLDN23,-0.0924
LINC02018,-0.0925
ZNF35,-0.0925
SLC4A4,-0.0925
MX1,-0.0926
OGDHL,-0.0926
AGAP5,-0.0926
DDO,-0.0926
FOXP4,-0.0926
MED24,-0.0926
SGSM3,-0.0927
C3orf58,-0.0927
RORA-AS1,-0.0927
SPATA24,-0.0928
ENO1-AS1,-0.0928
ZNF256,-0.0928
GLB1L,-0.0929
TRIM36,-0.0929
MFAP3,-0.0929
WFS1,-0.0929
POU6F1,-0.0929
SWT1,-0.093
PHKA2,-0.093
ZNF133,-0.093
B3GNT10,-0.093
AC026333.4,-0.093
ZNF628,-0.093
CCDC96,-0.093
CCZ1B,-0.093
C14orf28,-0.093
CXorf57,-0.0931
AC087392.3,-0.0932
AC107068.1,-0.0932
